Year,Month,UK Price Diesel ($/Gallon),UK Price Diesel (£/Litre),UK Price Petrol ($/Gallon),UK Price Petrol (£/Litre),US Price Petrol ($/Gallon),US Price Petrol (£/Litre),US Price Diesel ($/Gallon),US Price Diesel (£/Litre)
2005,5,4.34396238714,0.8500400000000001,4.553791448850001,0.8911,2.1144,0.41375233388780136,2.349,0.4596595877329008
2005,6,4.359727673437501,0.853125,4.560945873750001,0.8925000000000001,2.12275,0.4153862877224415,2.373,0.4643559819881539
2005,7,4.506904414237501,0.881925,4.709016917662501,0.921475,2.247,0.4396999121480749,2.482,0.4856854392307619
2005,8,4.616341563690001,0.90334,4.817994139800001,0.9428000000000001,2.4490000000000003,0.4792278971297888,2.615,0.5117112907286231
2005,9,4.8187606853250005,0.94295,4.9655541533625005,0.971675,2.8615,0.5599471733919521,2.944,0.5760910286443847
2005,10,4.784879373120001,0.93632,4.9470804062100004,0.96806,2.689,0.5261918396823202,3.193,0.6248161190426361
2005,11,4.5859863609,0.8974,4.8104564421375,0.941325,2.2215,0.43470999325186843,2.794,0.5467385645490527
2005,12,4.4713878049125,0.874975,4.6916418857625,0.918075,2.17375,0.4253661255148544,2.582,0.5052537486276499
2006,1,4.54847673321,0.8900600000000001,4.762291831650001,0.9319,2.3,0.4500711161284256,2.615,0.5117112907286231
2006,2,4.5799817542875,0.896225,4.791676076775,0.93765,2.24925,0.4401401991095049,2.603,0.5093630936009965
2006,3,4.6027226048625005,0.900675,4.8145446849375,0.942125,2.4125,0.4720854641999247,2.672,0.5228652270848493
2006,4,4.7797946211375,0.935325,4.959294031575,0.97045,2.71875,0.5320134117278943,2.834,0.554565888307808
2006,5,4.910388427080001,0.9608799999999998,5.035999687110001,0.98546,2.8312,0.554017975644695,3.003,0.5876363311885487
2006,6,4.869352689975001,0.95285,4.9880394887625,0.976075,2.80825,0.5495270486381092,2.995,0.5860708664367976
2006,7,4.94115245415,0.9669000000000001,5.04029234205,0.9863,2.9232,0.572020820289832,3.007,0.5884190635644242
2006,8,4.9315706350875,0.965025,5.028794159175001,0.98405,2.90975,0.5693888826759506,3.097,0.6060305420216234
2006,9,4.629168425475001,0.90585,4.851211112550001,0.9493,2.501,0.4894034180161706,2.914,0.5702205358253183
2006,10,4.4030374956000005,0.8615999999999999,4.67950491495,0.9157,2.214,0.43324237004710187,2.646,0.5177774666416582
2006,11,4.368670704562501,0.854875,4.658169397837501,0.911525,2.2110000000000003,0.4326553207651952,2.652,0.5189515652054716
2006,12,4.452351924375001,0.87125,4.7414673448875,0.927825,2.28425,0.44698910739841574,2.727,0.5336277972531376
2007,1,4.44136477185,0.8690999999999999,4.683184333470001,0.9164200000000001,2.1906,0.42866338564823003,2.645,0.5175817835476894
2007,2,4.4128748298375005,0.863525,4.6160093939625,0.903275,2.2344999999999997,0.4372538734734639,2.612,0.5111242414467164
2007,3,4.528623204112501,0.8861749999999999,4.7178321912,0.9232,2.5025,0.48969694265712393,2.744,0.5369544098506086
2007,4,4.701683632140001,0.92004,4.84650963333,0.94838,2.7874000000000003,0.545447056128858,2.916,0.5706119020132561
2007,5,4.872291114487501,0.953425,4.9348923323625,0.9656750000000001,3.11925,0.6103844908624311,2.912,0.5698291696373806
2007,6,4.934253544425001,0.96555,4.964915365425001,0.97155,3.0242500000000003,0.5917945969353875,2.903,0.5680680217916606
2007,7,4.918156088400001,0.9624,4.947387024420001,0.9681200000000001,2.9474,0.5767563511638789,2.934,0.574134197704696
2007,8,4.886216691525001,0.95615,4.936297665825,0.96595,2.77675,0.5433630311780895,2.934,0.574134197704696
2007,9,4.841884808662501,0.947475,4.932209423025001,0.9651500000000001,2.8165,0.5511414341633525,2.994,0.5858751833428288
2007,10,4.975289281530001,0.9735799999999999,5.083423303590001,0.99474,2.7912,0.5461906518859397,3.133,0.6130751334045031
2007,11,5.157573807375,1.00925,5.338478551275001,1.04465,3.06425,0.5996219206941427,3.422,0.6696275475615098
2007,12,5.243580215280001,1.0260799999999999,5.491838759310001,1.0746600000000002,2.9838,0.5838792157843462,3.423,0.6698232306554786
2008,1,5.309988609262501,1.039075,5.560776753525001,1.08815,3.01825,0.5906204983715742,3.413,0.6678663997157898
2008,2,5.315354427937501,1.040125,5.583645361687501,1.092625,3.01575,0.5901312906366519,3.45,0.6751066741926384
2008,3,5.433376887270001,1.0632199999999998,5.778731197800001,1.1308,3.2154000000000003,0.6291994203475391,3.918,0.7666863621700746
2008,4,5.53088147805,1.0823,5.993619459975,1.17285,3.4205,0.6693340229205564,4.131,0.8083668611854462
2008,5,5.737465497037501,1.122725,6.3057312462375,1.233925,3.735,0.7308763559737694,4.445,0.8698113526916748
2008,6,6.008286031020001,1.17572,6.670376952480001,1.30528,3.9894,0.7806581350794526,4.788,0.9369306539230008
2008,7,6.068868679012501,1.187575,6.758631893925001,1.3225500000000001,4.0015,0.7830259005164761,4.794,0.938104752486814
2008,8,5.790229380675001,1.13305,6.4163693170125,1.2555749999999999,3.7395,0.7317569298966293,4.47,0.8747034300408967
2008,9,5.702281057440001,1.11584,6.3009020094300014,1.23298,3.7094,0.725866868768166,4.177,0.8173682835080146
2008,10,5.337328732987501,1.044425,5.9391947277,1.1622,3.0095,0.5889082712993464,3.802,0.7439871232696844
2008,11,4.866414265462501,0.952275,5.5639706932125,1.088775,2.0985,0.41064097269369615,3.006,0.5882233804704554
2008,12,4.558901752350001,0.8920999999999999,5.23070225046,1.02356,1.6687999999999998,0.3265559472152681,2.585,0.5058407979095566
2009,1,4.4082755566875,0.862625,5.0301994926375,0.984325,1.77225,0.3467993632863488,2.414,0.472378988840878
2009,2,4.572316299037501,0.894725,5.133299865750001,1.0045,1.89175,0.37018349301563,2.341,0.4580941229811497
2009,3,4.6207364247000005,0.9042,5.112041003190001,1.00034,1.9373999999999998,0.37911642625530945,2.179,0.426393461758191
2009,4,4.823870988825,0.9439500000000001,5.23959417855,1.0253,2.02075,0.39542661213761565,2.276,0.4453747218731724
2009,5,4.9650431230125,0.9715750000000001,5.274088727175,1.03205,2.2395,0.4382322889433083,2.299,0.4498754330344567
2009,6,5.192783798490001,1.01614,5.3331127326,1.0436,2.5968,0.5081498584183894,2.567,0.5023185022181168
2009,7,5.247515148975,1.02685,5.3025786691875005,1.037625,2.47825,0.4849516276283786,2.584,0.5056451148155877
2009,8,5.305925917980001,1.0382799999999999,5.33566788435,1.0440999999999998,2.5624000000000002,0.5014183599858598,2.67,0.5224738608969114
2009,9,5.42560922595,1.0617,5.462531168737501,1.0689250000000001,2.48,0.4852940730428241,2.666,0.5216911285210359
2009,10,5.383960252425,1.05355,5.437362924,1.064,2.50025,0.48925665569569393,2.707,0.52971413537376
2009,11,5.534765308710001,1.0830600000000001,5.5944536535900005,1.09474,2.6138,0.5114764710158604,2.833,0.5543702052138391
2009,12,5.519766567937501,1.080125,5.592460635225001,1.09435,2.56775,0.5024652645385934,2.811,0.5500651771465237
2010,1,5.6664322783875,1.108825,5.758928771737501,1.126925,2.67825,0.5240882464221548,2.901,0.5676766556037228
2010,2,5.714724646462501,1.118275,5.799938957325001,1.1349500000000001,2.60325,0.5094120143744887,2.846,0.5569140854354344
2010,3,5.88155050422,1.15092,5.92580573253,1.15958,2.7418,0.5365239070438771,2.928,0.5729600991408826
2010,4,6.1422015342375005,1.2019250000000001,6.199436933437501,1.213125,2.8175,0.5513371172573214,3.05,0.5968334366050861
2010,5,6.15546277182,1.20452,6.244893083070001,1.22202,2.7954,0.5470125208806091,3.097,0.6060305420216234
2010,6,6.0269641903125,1.1793749999999998,6.1499947470750005,1.20345,2.6835,0.5251155826654913,2.988,0.5847010847790156
2010,7,5.988764671650001,1.1719,6.1130728042875,1.1962249999999999,2.67925,0.5242839295161237,2.952,0.5776564933961358
2010,8,5.92611235074,1.15964,6.050905962210001,1.1840600000000001,2.6832000000000003,0.5250568777373006,2.97,0.5811787890875757
2010,9,5.873016297375001,1.14925,6.005756430787501,1.175225,2.67825,0.5240882464221547,2.969,0.5809831059936067
2010,10,5.976627700837501,1.1695250000000001,6.1388798369625,1.2012749999999999,2.76625,0.5413083586914162,3.086,0.6038780279879657
2010,11,6.06950746695,1.1877,6.2580776661,1.2246000000000001,2.8148,0.5508087729036054,3.153,0.6169887952838808
2010,12,6.234186997237501,1.219925,6.446520107662501,1.261475,2.95075,0.5774118895286747,3.269,0.639688034184271
2011,1,6.51073107114,1.2740399999999998,6.738343989030001,1.31858,3.0578,0.5983597647380433,3.373,0.6600390759570346
2011,2,6.592419272587501,1.290025,6.851383902450001,1.3407,3.16775,0.6198751209199218,3.544,0.6935008850257132
2011,3,6.758504136337501,1.3225250000000002,7.074193135050001,1.3843,3.50875,0.6866030559633101,3.929,0.7688388762037321
2011,4,6.862754327737501,1.3429250000000001,7.195818358350001,1.4081000000000001,3.7455,0.7329310284604427,4.114,0.8050402485879752
2011,5,6.964526021940001,1.36284,7.232816955690001,1.41534,3.8494,0.7532625019238093,4.119,0.8060186640578195
2011,6,6.929188273237501,1.355925,7.131045261487501,1.3954250000000001,3.628,0.7099382649190992,3.981,0.779014397090114
2011,7,6.876424389600001,1.3456000000000001,7.0957841673375,1.388525,3.61425,0.7072476223770271,3.953,0.7735352704589853
2011,8,6.923030357520001,1.35472,7.14941680257,1.3990200000000002,3.6118,0.7067681987968033,3.912,0.7655122636062612
2011,9,6.907469483362501,1.3516750000000002,7.133472655650001,1.3959000000000001,3.57325,0.6992246155243029,3.9,0.7631640664786348
2011,10,6.882250135590001,1.34674,7.1491101843600005,1.39896,3.4,0.6653225194941943,3.859,0.7551410596259106
2011,11,6.8304316581,1.3366,7.194157509712501,1.407775,3.3295,0.6515268613693883,3.957,0.774318002834861
2011,12,6.773835046837501,1.325525,7.200928661850002,1.4091,3.22,0.6300995625797958,3.874,0.7580763060354438
2012,1,6.8088661773300005,1.3323800000000001,7.23659858028,1.41608,3.3296,0.6515464296787852,3.884,0.7600331369751325
2012,2,6.906191907487502,1.351425,7.309522611225002,1.43035,3.5165,0.688119599941569,3.981,0.779014397090114
2012,3,7.07317107435,1.3841,7.442901532575001,1.45645,3.7735,0.7384101550915714,4.166,0.815215769474357
2012,4,7.235065489230001,1.41578,7.550269009110002,1.47746,3.8374,0.7509143047961827,4.169,0.8158028187562636
2012,5,7.008397977487501,1.371425,7.3225538851500005,1.4329,3.64325,0.7129224321021246,4.053,0.7931035798558734
2012,6,6.787377351112501,1.3281749999999999,7.083519438937501,1.386125,3.4645,0.6779440790551872,3.808,0.7451612218334976
2012,7,6.725568230280001,1.31608,7.002853298190002,1.3703400000000001,3.3793999999999995,0.6612914477584354,3.748,0.7334202361953649
2012,8,6.905042089200001,1.3512,7.1698835680875,1.403025,3.668,0.7177655886778543,3.956,0.7741223197408921
2012,9,7.102044289125001,1.38975,7.346955584362501,1.437675,3.80075,0.7437425194022232,4.128,0.8077798119035394
2012,10,7.055182806030001,1.38058,7.315808284530002,1.4315799999999999,3.6534,0.7149086155059087,4.124,0.8069970795276639
2012,11,6.9047865740250005,1.35115,7.243216423312501,1.417375,3.38,0.6614088576148167,4.022,0.7870374039428382
2012,12,6.76042050015,1.3229,7.1687337498,1.4028,3.2564,0.6372224272002631,3.95,0.7729482211770788
2013,1,6.758631893925001,1.3225500000000001,7.156341263812501,1.400375,3.25475,0.6368995500952145,3.922,0.7674690945459501
2013,2,6.966621246375001,1.3632499999999999,7.341717523275001,1.43665,3.605,0.7054375537578149,4.092,0.8007352205206597
2013,3,7.079558953725001,1.38535,7.438302259425002,1.4555500000000001,3.6477500000000003,0.7138030060249845,4.085,0.7993654388628776
2013,4,6.971067210420001,1.3641200000000002,7.241708883780001,1.41708,3.5014000000000003,0.6851647852226389,3.959,0.7747093690227986
2013,5,6.8139509293125,1.3333749999999998,7.078409135437501,1.385125,3.5645000000000002,0.6975123884520753,3.886,0.7604245031630704
2013,6,6.8646706915500015,1.3433000000000002,7.126062715575001,1.39445,3.576,0.6997627440327174,3.861,0.7555324258138484
2013,7,6.899625167490001,1.3501400000000001,7.14665723868,1.39848,3.5149999999999997,0.6878260753006156,3.863,0.7559237920017862
2013,8,7.000860279825001,1.36995,7.2438552112500005,1.4175,3.51475,0.6877771545271234,3.897,0.762577017196728
2013,9,6.97617751392,1.36512,7.252133902920001,1.41912,3.4737999999999998,0.6797639318290978,3.955,0.7739266366469232
2013,10,6.7231152846,1.3155999999999999,7.1014055011875,1.389625,3.28475,0.6427700429142809,3.888,0.7608158693510082
2013,11,6.637645458562501,1.298875,7.026922827675,1.3750499999999999,3.186,0.6234463373848539,3.833,0.7500532991827197
2013,12,6.664346794350001,1.3041,7.06693650408,1.38288,3.2088,0.6279079119273444,3.852,0.7537712779681284
2014,1,6.630746548837501,1.297525,7.034588282925,1.37655,3.25225,0.6364103423602923,3.872,0.757684939847506
2014,2,6.592547030175,1.29005,6.993961370100001,1.3686,3.305,0.6467326255671507,3.947,0.7723611718951721
2014,3,6.59065621788,1.28968,6.974440010730001,1.36478,3.474,0.6798030684478915,3.993,0.7813625942177406
2014,4,6.589736363250001,1.2895,6.9514180934625,1.3602750000000001,3.59025,0.7025512281217738,3.969,0.7766661999624874
2014,5,6.614010304875001,1.29425,6.963555064275001,1.36265,3.60075,0.7046059006084471,3.932,0.7694259254856389
2014,6,6.643701168210001,1.3000599999999998,6.9449024565,1.359,3.6257999999999995,0.7095077621123675,3.919,0.7668820452640435
2014,7,6.695519645700001,1.3102,6.944646941325001,1.35895,3.539,0.6925224695558687,3.896,0.7623813341027591
2014,8,6.600851273362501,1.2916750000000001,6.835797476775001,1.33765,3.42525,0.6702635176169086,3.84,0.7514230808405018
2014,9,6.561527487930002,1.2839800000000001,6.802222782780001,1.33108,3.3536,0.6562428239340383,3.801,0.7437914401757155
2014,10,6.436299500662501,1.2594750000000001,6.6718844920125004,1.3055750000000002,3.11975,0.6104823324094155,3.676,0.7193310534296055
2014,11,6.2814573046125,1.2291750000000001,6.523685690512501,1.276575,2.875,0.562588895160532,3.615,0.7073943846975037
2014,12,5.97016316691,1.16826,6.280563001500001,1.2289999999999999,2.4882,0.4868986744133689,3.406,0.6664966180580076
2015,1,5.532925599450001,1.0827,5.905466724600001,1.1556,2.04575,0.4003186894868377,2.964,0.5800046905237624
2015,2,5.467896987412501,1.069975,5.851169749912501,1.144975,2.152,0.4211100182210312,2.875,0.5625888951605319
2015,3,5.662420690140001,1.1080400000000001,6.03107798463,1.18018,2.3522,0.4602857736336011,2.933,0.573938514610727
2015,4,5.765827681462501,1.128275,6.093525893400001,1.1924000000000001,2.3689999999999998,0.46357324961227836,2.84,0.5557399868716212
2015,5,5.8912856323875005,1.152825,6.1700526883125,1.2073749999999999,2.5775,0.5043731747047899,2.906,0.5686550710735674
2015,6,5.947677831510001,1.1638600000000001,6.1951187269800005,1.21228,2.7002,0.5283834903347716,2.91,0.5694378034494428
2015,7,5.953248062325001,1.16495,6.068102133487501,1.187425,2.6654999999999998,0.5215932869740515,2.85,0.55769681781131
2015,8,5.832082766340001,1.14124,5.747967170730001,1.12478,2.5216000000000003,0.49343448975192955,2.692,0.5267788889642269
2015,9,5.641519548825,1.10395,5.630276881125001,1.10175,2.275,0.4451790387792036,2.566,0.5021228191241478
2015,10,5.556944025900001,1.0874,5.6613219748875006,1.107825,2.23025,0.43642222032409617,2.532,0.4954695939292059
2015,11,5.47793873379,1.0719400000000001,5.6297147477400005,1.1016400000000002,2.0882,0.40862543682581665,2.493,0.48783795326441953
2015,12,5.3043672754125,1.0379749999999999,5.512228870275001,1.07865,1.9460000000000002,0.3807993008634418,2.378,0.4653343974579983
2016,1,5.201139144712501,1.0177749999999999,5.2901861832,1.0352000000000001,1.843,0.3606439421846471,2.193,0.42913302507375534
2016,2,5.18317642791,1.01426,5.168560959900001,1.0114,1.6812,0.3289824175804822,2.04,0.3991935116965166
2016,3,5.2272016925625,1.022875,5.266551029512501,1.030575,1.8952499999999999,0.3708683838445211,2.088,0.4085863002070229
2016,4,5.4098950426875,1.0586250000000001,5.441706681975,1.06485,2.027,0.39664963147492116,2.158,0.42228411678484457
2016,5,5.554388874150001,1.0869,5.59557792036,1.09496,2.1994,0.4303853968751562,2.274,0.4449833556852347
2016,6,5.673586703287501,1.110225,5.7272448900375,1.120725,2.30275,0.45060924463684005,2.384,0.46650849602181155
2016,7,5.712680525062501,1.117875,5.7725988336,1.1296,2.15725,0.42213735446436784,2.361,0.46200778486052735
2016,8,5.6227647349800005,1.1002800000000001,5.71444357977,1.11822,2.1194,0.41473074935764576,2.333,0.4565286582293987
2016,9,5.6843183406375015,1.112325,5.7890795623875,1.132825,2.161,0.4228711660667512,2.37,0.46376893270624725
2016,10,5.814912146580001,1.13788,5.930302799610001,1.16046,2.1864,0.42784151665356074,2.421,0.4737487704986601
2016,11,5.8958849055375,1.1537250000000001,6.0281140086,1.1796,2.10475,0.41186399203100166,2.421,0.4737487704986601
2016,12,5.8556412654750005,1.14585,6.028880554125001,1.1797499999999999,2.192,0.42893734197978645,2.456,0.480597678787571
2017,1,6.061330981350001,1.1861000000000002,6.22813128759,1.21874,2.2854,0.44721414295647993,2.547,0.49840484033873916
2017,2,6.140668443187501,1.201625,6.2937220330125,1.2315749999999999,2.2265,0.4356884087217129,2.537,0.4964480093990503
2017,3,6.091481772000001,1.192,6.2421079676625,1.2214749999999999,2.243,0.4389171797721994,2.541,0.4972307417749258
2017,4,6.000007339350001,1.1741,6.145523231512501,1.202575,2.34,0.4578984398871808,2.548,0.49860052343270805
2017,5,5.950437395400001,1.1644,6.065010399870001,1.18682,2.3032,0.45069730202912595,2.537,0.4964480093990503
2017,6,5.890391329275,1.15265,5.993747217562501,1.1728750000000001,2.2565,0.4415589015407793,2.516,0.49233866442570384
2017,7,5.819204801520001,1.13872,5.9097593795400005,1.15644,2.2108,0.4326161841464014,2.477,0.48470702376091745
2017,8,5.911982361562501,1.156875,6.00920588565,1.1759,2.2965,0.44938622529953454,2.544,0.4978177910568325
2017,9,6.0405064945875,1.1820249999999999,6.135174866925001,1.20055,2.57025,0.5029544722735156,2.742,0.5365630436626709
2017,10,5.9933639448000005,1.1728,6.158733366060001,1.20516,2.4295999999999998,0.47543164510679253,2.761,0.5402810224480796
2017,11,6.084838377450001,1.1907,6.273791849362501,1.2276749999999998,2.474,0.48411997447901084,2.873,0.5621975289725943
2017,12,6.12776492685,1.1991,6.313013428725001,1.23535,2.38825,0.4673401491711793,2.886,0.5647414091941897
2018,1,6.182036350020001,1.2097200000000001,6.361816827150001,1.2449,2.4672,0.48278932944002245,2.965,0.5802003736177312
2018,2,6.175546264575001,1.20845,6.3578563419375005,1.244125,2.488,0.48685953779457514,3.007,0.5884190635644242
2018,3,6.091481772000001,1.1920000000000002,6.280818516675001,1.22905,2.488,0.4868595377945752,2.973,0.5817658383694823
2018,4,6.1692605912700005,1.20722,6.36048814824,1.24464,2.652,0.5189515652054716,3.051,0.5970291196990549
2018,5,6.401932709625,1.25275,6.6046840009875005,1.292425,2.8075,0.5493802863176326,3.197,0.6255988514185116
2018,6,6.542977086225001,1.28035,6.748283529337501,1.320525,2.8015,0.5482061877538194,3.245,0.6349916399290179
2018,7,6.500510464140001,1.27204,6.725670436350001,1.3161,2.7704,0.5421204435313871,3.226,0.6312736611436092
2018,8,6.571594785825001,1.28595,6.7854609873000005,1.3277999999999999,2.76775,0.5416018833323696,3.211,0.6283384147340758
2018,9,6.658469945325001,1.30295,6.864670691550001,1.3433,2.7685,0.5417486456528462,3.243,0.6346002737410801
2018,10,6.669559303920001,1.30512,6.959620130580001,1.36188,2.7852,0.5450165533221265,3.335,0.6526031183862171
2018,11,6.543999146925001,1.28055,6.9745422168000015,1.3648,2.561,0.5011444036543035,3.292,0.6441887453455551
2018,12,6.219034947360001,1.2169599999999998,6.73854840117,1.31862,2.2630000000000003,0.44283084165157705,3.155,0.6173801614718185
2019,1,6.109495591837501,1.195525,6.615543395925001,1.29455,2.145,0.41974023656324905,3.015,0.5899845283161753
2019,2,6.0859881957375,1.190925,6.6074946679125,1.292975,2.2225,0.4349056763458373,2.985,0.5841140354971088
2019,3,6.146800807387501,1.202825,6.6796777048500005,1.3071000000000002,2.443,0.4780537985659755,3.063,0.5993773168266816
2019,4,6.339842522100001,1.2406000000000001,6.797827921770001,1.3302200000000002,2.694,0.5271702551521645,3.129,0.6122924010286277
2019,5,6.5554973298000005,1.2828,6.937748031600001,1.3576,2.73125,0.5344594504025054,3.189,0.6240333866667606
2019,6,6.549109450425001,1.28155,6.865181721900001,1.3434,2.60125,0.5090206481865509,3.104,0.6074003236794057
2019,7,6.503576646240001,1.27264,6.744578559300001,1.3198,2.6404,0.5166816413154326,3.078,0.6023125632362147
2019,8,6.5554973298000005,1.2828,6.775112622712501,1.325775,2.521,0.4933170798955482,3.03,0.5929197747257084
2019,9,6.5030656158900015,1.27254,6.7341535401599995,1.31776,2.4888,0.4870160842697503,3.033,0.5935068240076151
2019,10,6.463895139562501,1.264875,6.714811041412501,1.3139750000000001,2.49725,0.4886696064137873,3.086,0.6038780279879657
2019,11,6.414069680437501,1.255125,6.6591087332625,1.303075,2.48,0.4852940730428241,3.09,0.6046607603638413
2019,12,6.367540367070001,1.2460200000000001,6.63818204043,1.2989799999999998,2.4692,0.48318069562796023,3.089,0.6044650772698724
2020,1,6.487147020487501,1.269425,6.769491288862501,1.324675,2.459,0.48118472806947765,3.078,0.6023125632362147
2020,2,6.3601559785125,1.244575,6.6057060616875,1.292625,2.348,0.4594639046389319,2.98,0.5831356200272645
2020,3,6.102622233630001,1.19418,6.32900867868,1.23848,2.1256,0.4159439845402527,2.818,0.5514349588043057
2020,4,5.570358572587501,1.090025,5.9270577568875,1.1598249999999999,1.721,0.3367706047204437,2.605,0.5097544597889342
2020,5,5.429314195987501,1.062425,5.796233987287501,1.134225,1.7690000000000001,0.3461633932309499,2.515,0.49214298133173495
2020,6,5.44472176104,1.06544,5.75777895345,1.1267,1.9978000000000002,0.39093568513102983,2.508,0.4907731996739528
2020,7,5.69236706865,1.1139000000000001,5.965129517962501,1.167275,2.09925,0.4107877350141728,2.514,0.491947298237766
2020,8,5.779548846360001,1.13096,6.033224312100001,1.1806,2.093,0.40956471567686725,2.503,0.4897947842041084
2020,9,5.791251441375001,1.13325,6.039101161125,1.18175,2.09475,0.40990716109131287,2.496,0.4884250025463262
2020,10,5.7844802892375,1.131925,6.0342463728,1.1808,2.073,0.40565105379748967,2.46,0.4813804111634465
2020,11,5.754099534930001,1.12598,5.99898527865,1.1739000000000002,2.0148,0.3942622977285008,2.441,0.47766243237803774
2020,12,5.829961990387501,1.140825,6.0733401945750005,1.18845,2.10525,0.4119618335779861,2.543,0.4976221079628636
2021,1,5.960658002400001,1.1663999999999999,6.193687842000001,1.212,2.2437500000000004,0.4390639420926761,2.661,0.5207127130511915
2021,2,6.1401574128375005,1.201525,6.368843494462501,1.246275,2.4114999999999998,0.47188978110595575,2.802,0.5483040293008037
2021,3,6.323591756970001,1.23742,6.5473208442000015,1.2812,2.7252,0.5332755676839936,3.076,0.6019211970482771
2021,4,6.4124088318000005,1.2548,6.6178430325000015,1.295,2.77075,0.5421889326142761,3.126,0.611705351746721
2021,5,6.498772960950001,1.2717,6.692453463600001,1.3096,2.8850000000000002,0.5645457261002208,3.2,0.6261859007004182
2021,6,6.6304910336625005,1.297475,6.8159950507125,1.333775,2.964,0.5800046905237624,3.272,0.6402750834661776
2021,7,6.7820115324375,1.3271249999999999,6.9189676662375,1.3539249999999998,3.044,0.5956593380412729,3.324,0.6504506043525594
2021,8,6.87867292314,1.34604,7.003466534610001,1.37046,3.0616,0.5991033604951251,3.353,0.656125414077657
2021,9,6.893288391150001,1.3489,7.022579069700001,1.3741999999999999,3.0805,0.602801770971137,3.366,0.6586692942992524
2021,10,7.084669257225,1.38635,7.2687679408125,1.422375,3.1925,0.6247182774956517,3.55,0.6946749835895264
2021,11,7.449698236230001,1.45778,7.64624050884,1.4962399999999998,3.275,0.6408621327480842,3.695,0.7230490322150142
2021,12,7.4506947454125,1.4579749999999998,7.642458884250001,1.4955,3.168,0.619924041693414,3.661,0.7163958070200722
2022,1,7.412699638890001,1.45054,7.6111838268300005,1.4893800000000001,3.1870000000000003,0.6236420204788228,3.675,0.7191353703356365
2022,2,7.541147117362501,1.4756749999999998,7.751180591212501,1.516775,3.3995,0.6652246779472099,3.899,0.7629683833846659
2022,3,8.188367055637501,1.602325,8.7124286795625,1.704875,4.078,0.7979956572050955,4.818,0.9428011467420672
2022,4,8.268471063000002,1.6179999999999999,9.0002665242,1.7612,3.9595000000000002,0.7748072105697831,5.119,1.0017017580267003
2022,5,8.474927324400003,1.6583999999999999,9.183522007710001,1.7970599999999997,4.2722,0.8359973140538521,5.517,1.0795836294263148
